Duration,TargetShape,Type,acc,accuracy,average_response_time,avg_rt,background,bidi,block_size,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_difficult_practice_resp,correct_difficult_resp,correct_easy_practice_resp,correct_easy_resp,correct_number_input_1,count_Ethics,count_Goodbye,count_Goodbye_Contacts,count_Instructions,count_OpeningWelcome,count_Pop_tunes,count_break,count_difficult_practice,count_difficult_practice_loop,count_difficult_practice_resp,count_difficult_resp,count_difficult_task,count_difficult_task_loop,count_easy_practice,count_easy_practice_loop,count_easy_practice_resp,count_easy_resp,count_easy_task,count_easy_task_loop,count_experiment,count_experimentbegins,count_fixation,count_get_participant_num_1,count_get_sub_num_1,count_init_1,count_instructions_difficult,count_mindwanderingprobe,count_new_logger_3,count_new_sketchpad_5_1,count_number_input_1,count_osweb,count_practice_instruction,count_process_input_1,count_show_input_1,count_stimuli,cr,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,empty_column,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,fname,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,multichar_response,opensesame_codename,opensesame_version,penwidth,psychopy_waitblanking,queryParams_batchId,queryParams_generalMultiple,repeat_cycle,response,response_Instructions,response_OpeningWelcome,response_Pop_tunes,response_break,response_difficult_practice_resp,response_difficult_resp,response_easy_practice_resp,response_easy_resp,response_experimentbegins,response_instructions_difficult,response_mindwanderingprobe,response_new_sketchpad_5_1,response_number_input_1,response_practice_instruction,response_time,response_time_Instructions,response_time_OpeningWelcome,response_time_Pop_tunes,response_time_break,response_time_difficult_practice_resp,response_time_difficult_resp,response_time_easy_practice_resp,response_time_easy_resp,response_time_experimentbegins,response_time_instructions_difficult,response_time_mindwanderingprobe,response_time_new_sketchpad_5_1,response_time_number_input_1,response_time_practice_instruction,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,time_Instructions,time_OpeningWelcome,time_Pop_tunes,time_break,time_difficult_practice_loop,time_difficult_practice_resp,time_difficult_resp,time_difficult_task_loop,time_easy_practice_loop,time_easy_practice_resp,time_easy_resp,time_easy_task_loop,time_experimentbegins,time_fixation,time_get_sub_num_1,time_init_1,time_instructions_difficult,time_mindwanderingprobe,time_new_logger_3,time_new_sketchpad_5_1,time_number_input_1,time_practice_instruction,time_process_input_1,time_show_input_1,time_stimuli,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
3000,,Stimuli,80,80,2126,2126,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,67,67,0,0,0,75,6,0,0,0,0,67,0,6,0,0,6,6,75,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide2.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3016,34645,20874,449,,,,3016,3016,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,328188,54,139113,327672,54,46,,61732,331204,,5339,73014,6200,5339,328188,New experiment,66,176467,83,yes,1024
3000,,Stimuli,80,80,2137,2137,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,68,68,0,0,0,76,6,0,0,0,0,68,0,6,0,0,6,6,76,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide1.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3017,34645,20874,449,,,,3016,3017,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,331720,54,139113,331208,54,46,,61732,334737,,5339,73014,6200,5339,331720,New experiment,67,179484,84,yes,1024
3000,,Stimuli,80,80,2147,2147,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,69,69,0,0,0,77,6,0,0,0,0,69,0,6,0,0,6,6,77,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide8.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3016,34645,20874,449,,,,3016,3016,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,335254,54,139113,334740,54,46,,61732,338270,,5339,73014,6200,5339,335254,New experiment,68,182500,85,yes,1024
infinite,,Target,80,80,2131,2131,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,70,70,0,0,0,78,6,0,0,0,0,70,0,6,0,0,6,6,78,m,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide10.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,m,space,space,None,,,,None,m,space,,space,,enter,space,797,34645,20874,449,,,,3016,797,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,338788,54,139113,338273,54,46,,61732,339587,,5339,73014,6200,5339,338788,New experiment,69,183297,86,yes,1024
3000,,Stimuli,80,80,2142,2142,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,71,71,0,0,0,79,6,0,0,0,0,71,0,6,0,0,6,6,79,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide7.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3016,34645,20874,449,,,,3016,3016,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,340104,54,139113,339590,54,46,,61732,343120,,5339,73014,6200,5339,340104,New experiment,70,186313,87,yes,1024
infinite,,Target,81,81,2146,2146,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,72,72,0,0,0,80,6,0,0,0,0,72,0,6,0,0,6,6,80,z,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide12.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,z,space,space,None,,,,None,z,space,,space,,enter,space,2562,34645,20874,449,,,,3016,2562,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,343637,54,139113,343123,54,46,,61732,346204,,5339,73014,6200,5339,343636,New experiment,71,188875,88,yes,1024
infinite,,Probe,80,80,2139,2139,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,0,,,1,0,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,73,73,0,0,0,81,6,0,0,0,0,73,0,6,0,0,6,6,81,y;n,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,wandering.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,y,space,space,None,,,,None,y,space,,space,,enter,space,1527,34645,20874,449,,,,3016,1527,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,346720,54,139113,346206,54,46,,61732,348253,,5339,73014,6200,5339,346720,New experiment,71,190402,89,yes,1024
3000,,Stimuli,80,80,2149,2149,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,74,74,0,0,0,82,6,0,0,0,0,74,0,6,0,0,6,6,82,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide13.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3016,34645,20874,449,,,,3016,3016,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,348770,54,139113,348255,54,46,,61732,351786,,5339,73014,6200,5339,348770,New experiment,72,193418,90,yes,1024
3000,,Stimuli,80,80,2159,2159,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,75,75,0,0,0,83,6,0,0,0,0,75,0,6,0,0,6,6,83,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide14.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3017,34645,20874,449,,,,3016,3017,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,352303,54,139113,351788,54,46,,61732,355320,,5339,73014,6200,5339,352303,New experiment,73,196435,91,yes,1024
infinite,,Target,80,80,2143,2143,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,76,76,0,0,0,84,6,0,0,0,0,76,0,6,0,0,6,6,84,z,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide16.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,z,space,space,None,,,,None,z,space,,space,,enter,space,714,34645,20874,449,,,,3016,714,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,355837,54,139113,355322,54,46,,61732,356552,,5339,73014,6200,5339,355837,New experiment,74,197149,92,yes,1024
infinite,,Target,81,81,2129,2129,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,77,77,0,0,0,85,6,0,0,0,0,77,0,6,0,0,6,6,85,z,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide18.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,z,space,space,None,,,,None,z,space,,space,,enter,space,827,34645,20874,449,,,,3016,827,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,357094,54,139113,356553,54,46,,61732,357937,,5339,73014,6200,5339,357094,New experiment,75,197976,93,yes,1024
3000,,Stimuli,81,81,2138,2138,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,78,78,0,0,0,86,6,0,0,0,0,78,0,6,0,0,6,6,86,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide1.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3017,34645,20874,449,,,,3016,3017,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,358453,54,139113,357939,54,46,,61732,361470,,5339,73014,6200,5339,358453,New experiment,76,200993,94,yes,1024
3000,,Stimuli,81,81,2147,2147,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,79,79,0,0,0,87,6,0,0,0,0,79,0,6,0,0,6,6,87,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide2.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3016,34645,20874,449,,,,3016,3016,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,361986,54,139113,361473,54,46,,61732,365003,,5339,73014,6200,5339,361986,New experiment,77,204009,95,yes,1024
infinite,,Target,81,81,2131,2131,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,80,80,0,0,0,88,6,0,0,0,0,80,0,6,0,0,6,6,88,m,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide10.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,m,space,space,None,,,,None,m,space,,space,,enter,space,614,34645,20874,449,,,,3016,614,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,365520,54,139113,365005,54,46,,61732,366135,,5339,73014,6200,5339,365520,New experiment,78,204623,96,yes,1024
3000,,Stimuli,81,81,2141,2141,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,81,81,0,0,0,89,6,0,0,0,0,81,0,6,0,0,6,6,89,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide14.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3016,34645,20874,449,,,,3016,3016,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,366653,54,139113,366137,54,46,,61732,369670,,5339,73014,6200,5339,366652,New experiment,79,207639,97,yes,1024
infinite,,Target,82,82,2127,2127,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,82,82,0,0,0,90,6,0,0,0,0,82,0,6,0,0,6,6,90,z,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide9.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,z,space,space,None,,,,None,z,space,,space,,enter,space,809,34645,20874,449,,,,3016,809,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,370186,54,139113,369672,54,46,,61732,371002,,5339,73014,6200,5339,370186,New experiment,80,208448,98,yes,1024
3000,,Stimuli,82,82,2136,2136,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,83,83,0,0,0,91,6,0,0,0,0,83,0,6,0,0,6,6,91,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide13.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3016,34645,20874,449,,,,3016,3016,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,371519,54,139113,371005,54,46,,61732,374535,,5339,73014,6200,5339,371519,New experiment,81,211464,99,yes,1024
3000,,Stimuli,82,82,2145,2145,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,84,84,0,0,0,92,6,0,0,0,0,84,0,6,0,0,6,6,92,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide7.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3016,34645,20874,449,,,,3016,3016,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,375052,54,139113,374538,54,46,,61732,378068,,5339,73014,6200,5339,375052,New experiment,82,214480,100,yes,1024
infinite,,Target,82,82,2131,2131,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,85,85,0,0,0,93,6,0,0,0,0,85,0,6,0,0,6,6,93,m,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide15.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,m,space,space,None,,,,None,m,space,,space,,enter,space,758,34645,20874,449,,,,3016,758,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,378586,54,139113,378070,54,46,,61732,379352,,5339,73014,6200,5339,378586,New experiment,83,215238,101,yes,1024
3000,,Stimuli,82,82,2140,2140,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,86,86,0,0,0,94,6,0,0,0,0,86,0,6,0,0,6,6,94,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide8.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3016,34645,20874,449,,,,3016,3016,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,379869,54,139113,379354,54,46,,61732,382885,,5339,73014,6200,5339,379869,New experiment,84,218254,102,yes,1024
3000,,Stimuli,83,83,2148,2148,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,87,87,0,0,0,95,6,0,0,0,0,87,0,6,0,0,6,6,95,None,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide1.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,None,space,space,None,,,,None,None,space,,space,,enter,space,3015,34645,20874,449,,,,3016,3015,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,383403,54,139113,382887,54,46,,61732,386419,,5339,73014,6200,5339,383403,New experiment,85,221269,103,yes,1024
infinite,,Target,83,83,2134,2134,black,no,3124,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",psycho,psycho,psycho,0,uniform,1,,,1,1,,0,0,0,0,0,0,0,,0,,,,0,7,0,7,88,88,0,0,0,96,6,0,0,0,0,88,0,6,0,0,6,6,96,z,10/02/2022,10/02/2022,16:32:55,Thu Mar 10 2022 16:32:55 GMT+0000 (Greenwich Mean Time),The main experiment item,yes,,0,0,C:\Users\dcgraham\Downloads,0,0,0,Slide12.jpg,no,mono,no,18,no,white,no,no,768,19111,3.6.1,psycho,psycho,jb1402,osweb,1.4.0,1,yes,621,,0,z,space,space,None,,,,None,z,space,,space,,enter,space,711,34645,20874,449,,,,3016,711,5711,,11270,,859,42086,2,psycho,1150,2240,30,1260,30,0,25,2240,1.64693E+12,1024,2,48000,-16,experiment,16575,odd,MacIntel,27084,6204,115114,,54,,,54,54,136095,386935,54,139113,386421,54,46,,61732,387652,,5339,73014,6200,5339,386935,New experiment,86,221980,104,yes,1024
